pk,created_at,sentiment_noneu,sentiments_labels,bert_sentiment_labels,vader_sentiment_labels,distilbert_sentiment_labels,flair_sentiment_labels,roberta_sentiment_labels,sentistrength_sentiment_labels
997,28/05/2020 12:28,POS,POS,POS,NEU,POS,POS,POS,NEU
998,28/05/2020 12:29,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
999,28/05/2020 15:56,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1000,28/05/2020 20:41,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1001,28/05/2020 23:44,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1002,29/05/2020 08:51,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
1003,29/05/2020 09:17,POS,POS,POS,POS,POS,POS,POS,POS
1004,29/05/2020 10:31,POS,POS,NEU,POS,NEG,NEG,POS,POS
1005,29/05/2020 11:12,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1006,29/05/2020 14:14,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1007,29/05/2020 14:27,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1008,29/05/2020 14:47,POS,POS,POS,NEG,NEG,NEG,NEG,NEG
1009,29/05/2020 16:04,POS,NEU,NEU,NEG,NEG,NEG,POS,NEU
1010,29/05/2020 16:55,POS,POS,POS,POS,POS,POS,POS,NEU
1011,29/05/2020 19:12,NEG,NEG,POS,NEU,NEG,POS,POS,NEU
1012,29/05/2020 21:19,NEG,NEG,POS,POS,NEG,NEG,POS,POS
1013,30/05/2020 07:18,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
1014,30/05/2020 08:15,NEG,NEG,NEU,NEU,NEG,NEG,POS,NEU
1015,30/05/2020 10:24,NEG,NEG,NEU,NEG,NEG,POS,NEG,NEU
1016,30/05/2020 16:50,NEG,NEU,NEG,NEG,NEG,NEG,NEG,NEG
1017,30/05/2020 17:27,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1018,30/05/2020 19:49,POS,POS,NEU,POS,NEG,NEG,POS,POS
1019,30/05/2020 21:12,POS,POS,POS,NEU,NEG,NEG,POS,NEU
1020,31/05/2020 07:24,NEG,NEG,NEG,NEU,NEG,POS,NEG,NEU
1021,31/05/2020 08:39,NEG,NEG,NEU,NEG,NEG,POS,NEG,NEU
1022,31/05/2020 12:29,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1023,31/05/2020 13:11,NEG,NEG,NEG,POS,NEG,POS,POS,NEU
1024,31/05/2020 15:52,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1025,31/05/2020 15:58,POS,POS,POS,POS,POS,POS,POS,POS
1026,31/05/2020 18:31,POS,POS,POS,NEU,NEG,POS,POS,NEU
1027,01/06/2020 11:31,POS,POS,POS,POS,POS,POS,POS,POS
1028,01/06/2020 17:31,POS,POS,POS,POS,POS,POS,POS,POS
1029,01/06/2020 19:15,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1030,02/06/2020 06:30,POS,NEU,NEU,POS,NEG,POS,POS,NEU
1031,02/06/2020 07:31,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1032,02/06/2020 09:52,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1033,02/06/2020 14:44,POS,POS,POS,POS,POS,POS,POS,NEU
1034,02/06/2020 15:56,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1035,02/06/2020 16:27,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
1036,02/06/2020 21:16,NEG,NEG,NEG,POS,NEG,NEG,POS,NEG
1037,03/06/2020 05:11,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1038,03/06/2020 14:13,POS,POS,POS,POS,POS,POS,POS,POS
1039,03/06/2020 19:09,POS,POS,POS,POS,POS,POS,POS,NEU
1040,03/06/2020 19:16,NEG,NEG,NEU,NEU,POS,NEG,NEG,POS
1041,03/06/2020 21:41,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1042,04/06/2020 07:39,POS,POS,POS,POS,NEG,POS,POS,POS
1043,04/06/2020 08:37,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1044,04/06/2020 09:06,POS,POS,POS,POS,POS,POS,POS,POS
1045,04/06/2020 13:12,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1046,04/06/2020 20:02,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1047,05/06/2020 07:23,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1048,19/06/2020 18:22,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1049,20/06/2020 09:32,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1050,20/06/2020 10:08,POS,POS,POS,POS,POS,POS,POS,POS
1051,20/06/2020 11:25,POS,POS,NEU,POS,NEG,POS,POS,NEU
1052,20/06/2020 13:02,POS,POS,POS,POS,POS,POS,POS,POS
1053,20/06/2020 15:01,POS,POS,POS,POS,POS,POS,POS,POS
1054,20/06/2020 16:19,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1055,20/06/2020 16:31,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1056,21/06/2020 07:46,POS,POS,NEU,POS,NEG,POS,POS,NEU
1057,21/06/2020 11:50,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1058,21/06/2020 13:07,POS,POS,POS,POS,POS,POS,POS,POS
1059,21/06/2020 14:26,POS,NEU,NEU,NEU,NEG,POS,POS,POS
1060,22/06/2020 09:51,NEG,NEG,NEU,NEG,POS,POS,NEG,NEG
1061,22/06/2020 12:57,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1062,22/06/2020 14:07,POS,POS,NEU,POS,NEG,POS,NEG,NEU
1063,22/06/2020 16:08,POS,POS,NEU,NEG,POS,POS,NEG,NEU
1064,22/06/2020 18:35,POS,POS,POS,POS,NEG,POS,POS,POS
1065,23/06/2020 04:34,NEG,NEG,NEU,NEG,NEG,NEG,NEG,POS
1066,23/06/2020 16:13,POS,POS,NEU,NEG,NEG,NEG,NEG,NEU
1067,23/06/2020 18:53,POS,POS,NEU,NEG,NEG,NEG,NEG,NEG
1068,23/06/2020 19:05,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1069,24/06/2020 11:56,NEG,NEG,NEG,POS,NEG,POS,NEG,NEG
1070,24/06/2020 14:23,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1071,24/06/2020 14:38,POS,POS,POS,NEG,POS,POS,POS,NEG
1072,24/06/2020 15:37,POS,POS,POS,POS,POS,POS,POS,POS
1073,24/06/2020 17:44,POS,POS,NEU,POS,NEG,POS,POS,POS
1074,24/06/2020 18:43,POS,POS,POS,POS,POS,POS,POS,POS
1075,24/06/2020 20:06,POS,POS,POS,POS,POS,POS,POS,POS
1076,24/06/2020 21:41,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEG
1077,25/06/2020 06:28,NEG,NEU,POS,POS,NEG,POS,POS,POS
1078,25/06/2020 10:56,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1079,25/06/2020 15:15,POS,NEU,NEU,POS,POS,NEG,POS,POS
1080,25/06/2020 20:06,POS,POS,POS,POS,POS,POS,POS,POS
1081,26/06/2020 08:18,POS,POS,POS,NEG,POS,POS,POS,NEG
1082,26/06/2020 12:47,POS,POS,NEU,POS,NEG,POS,NEG,POS
1083,27/06/2020 11:14,POS,POS,NEG,POS,NEG,NEG,NEG,NEU
1084,27/06/2020 13:56,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1085,27/06/2020 20:30,NEG,NEG,NEG,POS,POS,NEG,NEG,NEG
1086,27/06/2020 21:29,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1087,28/06/2020 02:26,POS,POS,NEU,POS,NEG,NEG,POS,NEU
1088,28/06/2020 04:26,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1089,28/06/2020 08:08,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1090,28/06/2020 11:56,POS,POS,POS,POS,POS,POS,POS,POS
1091,28/06/2020 12:46,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1092,28/06/2020 21:24,POS,POS,NEU,POS,NEG,NEG,NEG,NEU
1093,29/06/2020 12:09,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1094,29/06/2020 15:40,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1095,29/06/2020 17:58,POS,NEU,NEU,POS,NEG,NEG,NEG,NEU
1096,29/06/2020 20:09,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEU
1097,29/06/2020 20:24,POS,POS,NEU,NEU,NEG,NEG,NEG,NEG
1098,30/06/2020 06:09,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1099,30/06/2020 10:58,POS,POS,NEU,NEU,POS,POS,POS,NEU
1100,30/06/2020 11:05,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
1101,30/06/2020 12:09,NEG,NEG,NEU,POS,NEG,POS,POS,POS
1102,30/06/2020 13:38,POS,POS,NEU,POS,POS,POS,POS,POS
1103,30/06/2020 14:17,POS,POS,POS,POS,POS,POS,POS,POS
1104,30/06/2020 20:53,NEG,NEG,NEU,POS,POS,POS,POS,NEG
1105,30/06/2020 21:04,NEG,NEU,NEU,POS,NEG,NEG,POS,NEU
1106,30/06/2020 22:47,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
1107,01/07/2020 13:36,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1108,01/07/2020 14:20,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1109,01/07/2020 17:45,POS,POS,POS,POS,POS,POS,POS,POS
1110,02/07/2020 06:58,NEG,NEG,NEU,NEU,NEG,POS,NEG,POS
1111,02/07/2020 11:58,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1112,02/07/2020 19:38,NEG,NEG,NEU,POS,POS,POS,NEG,NEG
1113,03/07/2020 12:43,POS,POS,POS,POS,POS,POS,POS,POS
1114,03/07/2020 14:03,POS,POS,POS,POS,POS,POS,POS,POS
1115,03/07/2020 15:12,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1116,03/07/2020 18:10,NEG,NEG,NEU,NEG,NEG,POS,NEG,NEU
1117,04/07/2020 10:56,NEG,NEG,NEG,POS,NEG,POS,NEG,NEU
1118,04/07/2020 11:22,POS,POS,POS,POS,POS,POS,POS,POS
1119,04/07/2020 13:48,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1120,04/07/2020 15:48,POS,NEU,NEU,NEG,NEG,NEG,NEG,NEU
1121,04/07/2020 18:24,POS,POS,NEU,POS,NEG,POS,NEG,NEU
1122,04/07/2020 18:42,NEG,NEU,NEU,POS,NEG,NEG,NEG,NEU
1123,04/07/2020 22:15,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1124,05/07/2020 00:13,NEG,NEG,NEU,POS,POS,POS,POS,NEG
1125,05/07/2020 10:13,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1126,05/07/2020 10:29,NEG,NEU,NEU,NEG,NEG,POS,NEG,NEG
1127,05/07/2020 11:23,NEG,NEU,NEU,POS,NEG,NEG,POS,NEU
1128,05/07/2020 21:18,POS,NEU,NEU,POS,NEG,POS,POS,POS
1129,06/07/2020 10:01,POS,POS,POS,POS,POS,POS,POS,POS
1130,06/07/2020 11:00,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1131,06/07/2020 21:38,POS,POS,NEU,POS,NEG,POS,POS,POS
1132,07/07/2020 14:51,POS,POS,POS,POS,POS,POS,POS,POS
1133,07/07/2020 19:54,POS,POS,POS,POS,POS,POS,POS,NEU
1134,08/07/2020 11:43,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1135,08/07/2020 21:21,NEG,NEG,NEG,POS,POS,NEG,NEG,NEG
1136,09/07/2020 08:29,POS,POS,NEU,POS,POS,POS,POS,POS
1137,10/07/2020 18:52,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1138,11/07/2020 06:37,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1139,11/07/2020 14:19,POS,POS,POS,POS,POS,POS,POS,NEU
1140,12/07/2020 10:05,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
1141,12/07/2020 13:52,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1142,12/07/2020 21:08,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1143,13/07/2020 08:41,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEU
1144,13/07/2020 11:39,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1145,13/07/2020 21:03,POS,POS,POS,NEU,NEG,POS,POS,NEU
1146,13/07/2020 22:25,POS,NEU,NEU,POS,NEG,POS,POS,POS
1147,14/07/2020 19:24,POS,POS,NEU,NEG,NEG,NEG,POS,NEG
1148,15/07/2020 07:47,POS,POS,POS,POS,POS,POS,POS,POS
1149,15/07/2020 09:33,POS,NEU,POS,POS,POS,POS,POS,POS
1150,15/07/2020 09:54,NEG,NEU,NEU,NEU,NEG,POS,NEG,POS
1151,15/07/2020 13:02,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1152,15/07/2020 18:04,POS,POS,POS,POS,POS,POS,POS,POS
1153,15/07/2020 19:45,POS,NEU,NEU,POS,NEG,NEG,POS,NEG
1154,15/07/2020 20:16,NEG,NEG,NEU,NEU,NEG,POS,POS,POS
1155,15/07/2020 20:31,NEG,NEG,POS,POS,POS,POS,POS,POS
1156,16/07/2020 07:10,POS,POS,POS,POS,POS,POS,POS,POS
1157,16/07/2020 07:18,NEG,NEG,NEG,NEU,NEG,POS,POS,NEU
1158,16/07/2020 08:10,NEG,NEG,NEU,NEG,POS,POS,POS,NEG
1159,16/07/2020 08:13,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1160,16/07/2020 18:31,NEG,NEG,NEU,POS,POS,POS,POS,NEG
1161,16/07/2020 20:46,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1162,16/07/2020 21:16,POS,NEU,NEU,NEG,NEG,NEG,NEG,NEG
1163,17/07/2020 08:43,POS,POS,POS,POS,POS,POS,POS,POS
1164,17/07/2020 09:22,POS,POS,POS,POS,POS,POS,POS,POS
1165,17/07/2020 09:53,POS,POS,POS,POS,POS,POS,POS,POS
1166,17/07/2020 11:38,POS,NEU,NEU,NEU,NEG,POS,NEG,NEU
1167,17/07/2020 11:46,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1168,17/07/2020 18:49,NEG,NEG,NEG,POS,NEG,POS,NEG,NEG
1169,17/07/2020 21:00,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1170,18/07/2020 14:49,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1171,18/07/2020 18:45,POS,POS,POS,POS,POS,POS,POS,NEU
1172,19/07/2020 08:04,POS,POS,POS,POS,POS,POS,POS,POS
1173,19/07/2020 09:25,POS,POS,POS,POS,POS,POS,POS,POS
1174,19/07/2020 10:10,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1175,19/07/2020 16:02,POS,POS,POS,POS,POS,POS,POS,POS
1176,19/07/2020 16:45,POS,POS,NEU,NEU,POS,NEG,POS,NEU
1177,20/07/2020 08:49,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1178,20/07/2020 09:49,POS,POS,POS,NEG,POS,POS,POS,NEG
1179,20/07/2020 11:32,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEU
1180,20/07/2020 16:33,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1181,20/07/2020 18:58,POS,POS,POS,POS,POS,POS,POS,POS
1182,20/07/2020 19:23,POS,POS,NEG,POS,NEG,NEG,NEG,POS
1183,21/07/2020 22:41,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1184,22/07/2020 15:13,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1185,23/07/2020 08:42,NEG,NEG,NEG,POS,POS,NEG,NEG,NEG
1186,23/07/2020 10:24,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEU
1187,23/07/2020 12:03,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1188,23/07/2020 15:47,NEG,NEG,NEG,NEG,POS,POS,POS,NEG
1189,24/07/2020 10:29,POS,POS,POS,POS,POS,POS,POS,POS
1190,24/07/2020 11:30,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1191,24/07/2020 11:31,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1192,24/07/2020 16:43,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1193,25/07/2020 02:38,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1194,25/07/2020 10:14,POS,NEU,NEU,POS,POS,POS,POS,NEU
1195,25/07/2020 13:00,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1196,25/07/2020 16:11,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
1197,25/07/2020 18:17,POS,POS,POS,POS,POS,NEG,POS,POS
1198,26/07/2020 11:45,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEU
1199,26/07/2020 13:01,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1200,26/07/2020 20:44,NEG,NEG,NEU,NEU,NEG,NEG,POS,NEU
1201,07/08/2020 11:45,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1202,07/08/2020 16:56,POS,POS,POS,POS,POS,POS,POS,POS
1203,07/08/2020 17:10,POS,NEU,NEG,POS,NEG,NEG,NEG,NEU
1204,07/08/2020 18:35,POS,POS,NEG,NEU,NEG,NEG,NEG,NEU
1205,07/08/2020 21:19,POS,POS,POS,POS,POS,POS,POS,NEU
1206,08/08/2020 07:28,POS,POS,NEU,POS,NEG,NEG,NEG,NEG
1207,08/08/2020 14:05,POS,NEU,NEG,POS,POS,POS,POS,NEU
1208,08/08/2020 18:14,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1209,08/08/2020 20:58,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1210,09/08/2020 06:04,NEG,NEG,NEG,NEG,POS,NEG,NEG,NEG
1211,09/08/2020 15:05,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1212,09/08/2020 16:08,NEG,NEG,NEU,POS,POS,NEG,NEG,POS
1213,09/08/2020 23:16,POS,POS,POS,NEG,POS,POS,POS,NEG
1214,10/08/2020 07:33,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1215,10/08/2020 08:41,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
1216,10/08/2020 16:20,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1217,10/08/2020 21:17,POS,POS,POS,POS,POS,POS,POS,POS
1218,10/08/2020 23:09,POS,POS,NEU,POS,POS,POS,POS,POS
1219,11/08/2020 08:48,NEG,NEG,NEU,POS,NEG,POS,POS,POS
1220,11/08/2020 15:36,NEG,NEG,NEG,POS,NEG,POS,NEG,NEU
1221,11/08/2020 17:14,POS,POS,NEU,NEU,NEG,NEG,NEG,NEG
1222,12/08/2020 06:38,POS,POS,NEU,POS,POS,POS,NEG,POS
1223,12/08/2020 16:31,POS,POS,POS,POS,NEG,POS,POS,POS
1224,12/08/2020 17:34,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1225,12/08/2020 18:47,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1226,13/08/2020 07:19,NEG,NEG,NEU,NEG,POS,NEG,NEG,NEU
1227,14/08/2020 06:56,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1228,14/08/2020 07:47,NEG,NEG,POS,POS,NEG,NEG,POS,POS
1229,14/08/2020 11:11,POS,POS,NEG,NEG,NEG,POS,NEG,NEG
1230,14/08/2020 12:03,POS,POS,POS,POS,NEG,POS,POS,POS
1231,14/08/2020 12:04,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1232,14/08/2020 16:34,POS,POS,POS,POS,NEG,POS,POS,NEU
1233,14/08/2020 18:41,NEG,NEG,POS,NEU,NEG,POS,NEG,NEG
1234,15/08/2020 13:45,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1235,15/08/2020 17:14,POS,POS,POS,POS,POS,POS,POS,POS
1236,16/08/2020 17:20,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1237,17/08/2020 16:29,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1238,17/08/2020 19:56,NEG,NEG,NEU,POS,NEG,POS,POS,NEU
1239,17/08/2020 21:33,POS,POS,POS,NEU,NEG,POS,POS,POS
1240,18/08/2020 20:52,POS,POS,POS,POS,POS,POS,POS,POS
1241,19/08/2020 11:31,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1242,19/08/2020 17:16,POS,POS,POS,POS,NEG,POS,NEG,POS
1243,19/08/2020 17:24,POS,POS,POS,POS,POS,POS,POS,POS
1244,20/08/2020 08:36,POS,POS,POS,POS,POS,POS,POS,POS
1245,21/08/2020 09:33,POS,POS,POS,POS,NEG,POS,POS,NEU
1246,21/08/2020 15:33,POS,NEU,NEU,POS,POS,POS,NEG,POS
1247,22/08/2020 15:50,NEG,NEG,NEU,POS,NEG,NEG,POS,NEU
1248,22/08/2020 17:19,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1249,24/08/2020 09:09,POS,POS,NEU,NEG,NEG,NEG,POS,NEG
1250,24/08/2020 12:07,NEG,NEG,NEG,NEG,POS,POS,NEG,NEG
1251,26/08/2020 12:45,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
1252,26/08/2020 18:13,POS,POS,POS,NEG,NEG,POS,POS,NEU
1253,27/08/2020 08:49,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1254,27/08/2020 18:54,POS,NEU,NEU,POS,NEG,NEG,POS,NEU
1255,27/08/2020 20:21,POS,NEU,NEU,POS,NEG,NEG,POS,POS
1256,28/08/2020 04:16,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1257,28/08/2020 11:40,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1258,28/08/2020 15:53,POS,POS,POS,NEG,POS,POS,POS,POS
1259,28/08/2020 17:57,POS,POS,NEU,NEU,NEG,POS,POS,POS
1260,29/08/2020 08:53,POS,POS,NEU,POS,NEG,POS,POS,POS
1261,29/08/2020 16:32,POS,POS,POS,POS,POS,POS,POS,NEU
1262,30/08/2020 04:00,POS,POS,NEU,POS,NEG,POS,NEG,POS
1263,30/08/2020 13:14,POS,POS,POS,POS,POS,POS,POS,POS
1264,31/08/2020 06:08,POS,POS,NEU,NEG,NEG,POS,POS,NEG
1265,31/08/2020 13:40,POS,POS,POS,POS,POS,POS,POS,POS
1266,31/08/2020 15:50,NEG,NEU,NEG,POS,NEG,NEG,NEG,NEU
1267,31/08/2020 18:57,NEG,NEG,NEG,NEU,POS,POS,NEG,POS
1268,01/09/2020 07:06,NEG,NEG,NEG,NEU,NEG,POS,POS,NEU
1269,01/09/2020 09:26,POS,POS,NEU,NEU,NEG,NEG,POS,POS
1270,01/09/2020 14:28,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1271,01/09/2020 19:23,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1272,01/09/2020 19:26,POS,NEU,NEU,POS,NEG,NEG,NEG,NEU
1273,02/09/2020 12:09,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1274,02/09/2020 22:22,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1275,03/09/2020 01:02,NEG,NEU,NEG,NEU,NEG,NEG,NEG,NEG
1276,03/09/2020 20:18,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1277,04/09/2020 10:51,POS,NEU,POS,POS,POS,POS,POS,POS
1278,04/09/2020 17:12,POS,POS,NEU,POS,POS,POS,POS,POS
1279,04/09/2020 21:10,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1280,05/09/2020 11:25,POS,NEU,POS,NEU,POS,NEG,POS,NEU
1281,05/09/2020 17:35,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1282,05/09/2020 17:53,POS,POS,POS,NEU,POS,POS,POS,NEG
1283,06/09/2020 15:11,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1284,06/09/2020 16:33,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1285,06/09/2020 17:51,POS,POS,POS,POS,POS,POS,POS,POS
1286,07/09/2020 09:54,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1287,08/09/2020 09:12,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1288,08/09/2020 17:02,POS,POS,NEG,NEU,NEG,POS,NEG,NEU
1289,08/09/2020 19:12,NEG,NEG,NEU,POS,POS,POS,POS,POS
1290,08/09/2020 21:24,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1291,09/09/2020 06:16,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1292,09/09/2020 11:17,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1293,09/09/2020 11:29,NEG,NEG,NEU,POS,POS,NEG,POS,NEU
1294,09/09/2020 16:11,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1295,09/09/2020 22:00,POS,NEU,NEU,POS,NEG,NEG,NEG,NEU
1296,10/09/2020 10:26,NEG,NEU,NEU,NEU,NEG,POS,NEG,NEG
1297,10/09/2020 13:44,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1298,10/09/2020 18:27,NEG,NEG,NEU,NEG,NEG,POS,NEG,NEG
1299,10/09/2020 18:56,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1300,10/09/2020 21:33,POS,POS,NEG,NEG,NEG,NEG,NEG,NEG
1301,11/09/2020 07:23,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
1302,11/09/2020 12:55,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1303,11/09/2020 17:46,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1304,11/09/2020 22:49,NEG,NEG,NEG,NEU,NEG,POS,NEG,NEU
1305,12/09/2020 08:09,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1306,12/09/2020 09:26,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1307,14/09/2020 11:37,POS,POS,NEG,NEG,NEG,NEG,NEG,POS
1308,14/09/2020 21:26,POS,POS,POS,POS,POS,POS,POS,POS
1309,14/09/2020 23:20,NEG,NEG,POS,NEU,NEG,NEG,POS,NEU
1310,15/09/2020 07:56,POS,POS,POS,POS,POS,POS,POS,POS
1311,15/09/2020 09:59,POS,POS,POS,POS,POS,POS,POS,NEG
1312,15/09/2020 16:25,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1313,15/09/2020 18:07,POS,POS,POS,POS,POS,POS,POS,POS
1314,15/09/2020 20:05,POS,POS,POS,POS,POS,NEG,POS,NEU
1315,16/09/2020 16:32,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1316,17/09/2020 07:57,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1317,17/09/2020 10:03,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1318,17/09/2020 12:06,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1319,17/09/2020 15:52,NEG,NEG,POS,POS,POS,POS,POS,POS
1320,17/09/2020 18:50,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1321,18/09/2020 12:11,NEG,NEU,NEG,NEU,NEG,NEG,NEG,NEU
